name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
A ONE KITCHEN,https://www.ubereats.com/store/a-one-kitchen/uMhX5QMwTTyr8gcevYYyQQ,"['Thai', 'Vietnamese', 'Laotian']",4.6,33,$$,37.6278819,-122.4116109,+16505884040,94066,677 San Mateo Ave,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '17:0', 'closes': '0:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '0:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94066', 'addressCountry': 'US', 'streetAddress': '677 San Mateo Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.6278819, 'longitude': -122.4116109}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '33'}","A ONE KITCHEN, 677 San Mateo Ave, San Bruno, CA, 94066"
Red Bowl Noodles,https://www.ubereats.com/store/red-bowl-noodles/dIfe8SDeXRa9CkSYI_5HPA,"['Chinese', 'Asian', 'Soup']",,,$,37.69739,-122.46308,+16509948886,94014,6917 Mission St,Daly City,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '19:20'}]","{'@type': 'PostalAddress', 'addressLocality': 'Daly City', 'addressRegion': 'CA', 'postalCode': '94014', 'addressCountry': 'US', 'streetAddress': '6917 Mission St'}","{'@type': 'GeoCoordinates', 'latitude': 37.69739, 'longitude': -122.46308}",{},"Red Bowl Noodles, 6917 Mission St, Daly City, CA, 94014"
JP Cafe,https://www.ubereats.com/store/jp-cafe/Rp9XVeSuTEC923IpOa5MSA,"['Chinese', 'Asian', 'Seafood', 'Exclusive to Eats']",,,$,37.729426,-122.404676,+14155181621,94134,2546 San Bruno Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '17:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94134', 'addressCountry': 'US', 'streetAddress': '2546 San Bruno Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.729426, 'longitude': -122.404676}",{},"JP Cafe, 2546 San Bruno Ave, San Francisco, CA, 94134"
Dumpling Square,https://www.ubereats.com/store/dumpling-square/xQddAu2QRku451kC-lpF_g,"['Chinese', 'Asian', 'Noodles']",,,$,37.7638018,-122.4664342,+14157026108,94122,1309 9th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1309 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.7638018, 'longitude': -122.4664342}",{},"Dumpling Square, 1309 9th Ave, San Francisco, CA, 94122"
Nice Dumpling,https://www.ubereats.com/store/nice-dumpling/_c_Xun2yQ1CTEI64fghYEw,"['Chinese', 'Asian', 'Noodles']",,,$,37.76376,-122.46649,+14157026108,94122,1309 9th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1309 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.76376, 'longitude': -122.46649}",{},"Nice Dumpling, 1309 9th Ave, San Francisco, CA, 94122"
Imperial Garden,https://www.ubereats.com/store/imperial-garden/PzFtYJOxR326ShK9jRWthg,"['Chinese', 'Asian', 'Seafood']",,,$,37.728392,-122.404253,+14154689333,94134,2626 San Bruno Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94134', 'addressCountry': 'US', 'streetAddress': '2626 San Bruno Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.728392, 'longitude': -122.404253}",{},"Imperial Garden, 2626 San Bruno Ave, San Francisco, CA, 94134"
Love Dumpling,https://www.ubereats.com/store/love-dumpling/0-GHTSOVQSu_vc-KkEuH_Q,"['Chinese', 'Asian', 'Noodles']",,,$,37.76381,-122.46646,+14157026108,94122,1309 9th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1309 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.76381, 'longitude': -122.46646}",{},"Love Dumpling, 1309 9th Ave, San Francisco, CA, 94122"
Best Dumpling in San Francisco,https://www.ubereats.com/store/best-dumpling-in-san-francisco/xVxHlBeOR0u0CTX4VwpKRA,"['Chinese', 'Asian', 'Noodles']",,,$,37.7425057,-122.4846143,+14159876986,94116,1713 Taraval Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:30', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '17:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94116', 'addressCountry': 'US', 'streetAddress': '1713 Taraval Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.7425057, 'longitude': -122.4846143}",{},"Best Dumpling in San Francisco, 1713 Taraval Street, San Francisco, CA, 94116"
Noodle Era,https://www.ubereats.com/store/noodle-era/y-9lJmMgQuO5wQxMFq9H6Q,"['Chinese', 'Asian', 'Noodles']",,,$,37.6204824,-122.4104306,+14159876986,94501,354 El Camino Real,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94501', 'addressCountry': 'US', 'streetAddress': '354 El Camino Real'}","{'@type': 'GeoCoordinates', 'latitude': 37.6204824, 'longitude': -122.4104306}",{},"Noodle Era, 354 El Camino Real, San Bruno, CA, 94501"
Noodles State,https://www.ubereats.com/store/noodles-state/79gP11f8T6uW4pcw_HDkSQ,"['Chinese', 'Asian', 'Noodles']",,,$,37.62042,-122.41058,+14159876986,94501,354 El Camino Real,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94501', 'addressCountry': 'US', 'streetAddress': '354 El Camino Real'}","{'@type': 'GeoCoordinates', 'latitude': 37.62042, 'longitude': -122.41058}",{},"Noodles State, 354 El Camino Real, San Bruno, CA, 94501"
Kurotaka Ramen,https://www.ubereats.com/store/kurotaka-ramen/nT_KK8IkSl6phfNYgmGHkg,"['Japanese: Ramen', 'Japanese', 'Asian']",,,$,37.7891123,-122.3958507,+14158001097,94105,400 Howard St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '13:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94105', 'addressCountry': 'US', 'streetAddress': '400 Howard St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7891123, 'longitude': -122.3958507}",{},"Kurotaka Ramen, 400 Howard St, San Francisco, CA, 94105"
Ipot Restaurant,https://www.ubereats.com/store/ipot-restaurant/K_H9lwLhTSKIj-r0vIDOoQ,"['Chinese: Sichuan', 'Asian', 'Seafood', 'Allergy Friendly']",,,"",37.7639774,-122.4732339,+14158066679,94122,1420 Irving St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:1', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1420 Irving St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7639774, 'longitude': -122.4732339}",{},"Ipot Restaurant, 1420 Irving St, San Francisco, CA, 94122"
Taiwan Restaurant,https://www.ubereats.com/store/taiwan-restaurant/2C5-q9R3SNGxJBNMiKvnwQ,"['Taiwanese', 'Chinese']",4.8,24,$,37.7829237,-122.4641629,+14153871789,94118,445 Clement St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:24'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '20:24'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '20:24'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '445 Clement St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7829237, 'longitude': -122.4641629}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '24'}","Taiwan Restaurant, 445 Clement St, San Francisco, CA, 94118"
U :Dessert Story,https://www.ubereats.com/store/u-%3Adessert-story/D90gB7waSNe5Jy9Milswzw,"['Desserts', 'Coffee and Tea', 'Family Friendly']",4.6,82,$$,37.7642125,-122.4305979,+14157963633,94114,3489 16th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '15:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '15:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '15:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '15:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94114', 'addressCountry': 'US', 'streetAddress': '3489 16th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7642125, 'longitude': -122.4305979}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '82'}","U :Dessert Story, 3489 16th St, San Francisco, CA, 94114"
Charmaine's,https://www.ubereats.com/store/charmaines/n-4Thdn0SBiSEj0trq4uhA,"['Sandwich', 'Salads', 'Coffee and Tea', 'Healthy']",,,$$,37.78087,-122.41239,+14157863467,94102,1100 Market St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '14:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '8:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '10:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '8:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '8:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '10:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '8:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '14:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': '1100 Market St'}","{'@type': 'GeoCoordinates', 'latitude': 37.78087, 'longitude': -122.41239}",{},"Charmaine's, 1100 Market St, San Francisco, CA, 94102"
Cool Tea Bar (San Francisco),https://www.ubereats.com/store/cool-tea-bar-san-francisco/8mL55HamXJW4BOE5NaNPuQ,"['Coffee and Tea', 'American']",,,"",37.79429,-122.40698,"",94108,103 Waverly Pl,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94108', 'addressCountry': 'US', 'streetAddress': '103 Waverly Pl'}","{'@type': 'GeoCoordinates', 'latitude': 37.79429, 'longitude': -122.40698}",{},"Cool Tea Bar (San Francisco), 103 Waverly Pl, San Francisco, CA, 94108"
Magical ice cream,https://www.ubereats.com/store/magical-ice-cream/D7bIw0-ySaSWbOy-hwM5Hw,"['Desserts', 'Vegetarian', 'Coffee and Tea']",,,$,37.795349,-122.4063188,+17088881288,94108,900 Grant Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94108', 'addressCountry': 'US', 'streetAddress': '900 Grant Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.795349, 'longitude': -122.4063188}",{},"Magical ice cream, 900 Grant Ave, San Francisco, CA, 94108"
Roma Antica,https://www.ubereats.com/store/roma-antica/NwfcD2FEQ8SqRBFYNeuu_g,['Italian'],4.8,100,$$,37.799882,-122.4409028,+14158964002,94123,3242 Scott St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '3242 Scott St'}","{'@type': 'GeoCoordinates', 'latitude': 37.799882, 'longitude': -122.4409028}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Roma Antica, 3242 Scott St, San Francisco, CA, 94123"
The Big Melt (2414 San Bruno Avenue),https://www.ubereats.com/store/the-big-melt-2414-san-bruno-avenue/QSwBKpxLVOG7GsEKRnmmTQ,"['American', 'Comfort Food']",,,$,37.73194,-122.40576,+18886339509,94134,2414 San Bruno Avenue,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94134', 'addressCountry': 'US', 'streetAddress': '2414 San Bruno Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 37.73194, 'longitude': -122.40576}",{},"The Big Melt (2414 San Bruno Avenue), 2414 San Bruno Avenue, San Francisco, CA, 94134"
Carl's Jr. (899 Cherry Ave.),https://www.ubereats.com/store/carls-jr-899-cherry-ave/bzbj_k5SSi2ks9-3QWIo0g,"['Burgers', 'Fast Food', 'Kids Friendly', 'American']",4.7,76,$$,37.627134,-122.4256252,+16505836467,94066,899 Cherry Ave,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '6:0', 'closes': '11:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '6:0', 'closes': '0:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94066', 'addressCountry': 'US', 'streetAddress': '899 Cherry Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.627134, 'longitude': -122.4256252}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '76'}","Carl's Jr. (899 Cherry Ave.), 899 Cherry Ave, San Bruno, CA, 94066"
Kezar Pizzetta,https://www.ubereats.com/store/kezar-pizzetta/JKkB2M6HTNKqx9Nh4eiMfg,"['Italian', 'Pizza', 'Comfort Food']",4.5,11,$,37.765679,-122.457206,+14156657700,94117,775 Frederick St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '16:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '775 Frederick St'}","{'@type': 'GeoCoordinates', 'latitude': 37.765679, 'longitude': -122.457206}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '11'}","Kezar Pizzetta, 775 Frederick St, San Francisco, CA, 94117"
North Beach Pizza - Mission,https://www.ubereats.com/store/north-beach-pizza-mission/1dmm73aETqCdqkOMK50u3w,"['Italian', 'Pasta', 'Comfort Food', 'Salads', 'Sandwich', 'Desserts']",,,$,37.721705,-122.436717,+14155861400,94112,4787 Mission St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '10:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '8:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '10:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94112', 'addressCountry': 'US', 'streetAddress': '4787 Mission St'}","{'@type': 'GeoCoordinates', 'latitude': 37.721705, 'longitude': -122.436717}",{},"North Beach Pizza - Mission, 4787 Mission St, San Francisco, CA, 94112"
Coco’s Sushi,https://www.ubereats.com/store/cocos-sushi/SjIOzVZkThKhNd2yvpFGXw,"['Ramen', 'Japanese', 'Comfort Food', 'Exclusive to Eats']",,,$,37.7437894,-122.420875,+14156487722,94110,"3319 Mission St, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '3319 Mission St, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.7437894, 'longitude': -122.420875}",{},"Coco’s Sushi, 3319 Mission St, San Francisco, USA, SF, CA, 94110"
Philmore Creamery Gelato/ Ice Cream,https://www.ubereats.com/store/philmore-creamery-gelato-ice-cream/BqtdSrzdSQOSxuJOYH4GJQ,"['Comfort Food', 'Desserts', 'Ice Cream + Frozen Yogurt']",,,$,37.77668,-122.40249,+14157863017,94103,60 Morris St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '23:29'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '60 Morris St'}","{'@type': 'GeoCoordinates', 'latitude': 37.77668, 'longitude': -122.40249}",{},"Philmore Creamery Gelato/ Ice Cream, 60 Morris St, San Francisco, CA, 94103"
